transaction_id,order_date,ship_date,customer_id,customer_age,gender,product_id,product_category,quantity,unit_price,discount_pct,city,state,payment_type,order_status,ingestion_date
318,2023-02-16,2023-02-19,CUST139671,200,Male,PROD4692,Fashion,8,,24.47,San Jose,CA,COD,Cancelled,2026-02-20
116,2024-09-04,2024-09-10,CUST95385,,,PROD46759,Sports,8,139.12,,Philadelphia,PA,UPI,Returned,2026-02-20
218,2023-12-23,2023-12-22,CUST164709,34,F,PROD36854,Grocery,-4,-56.698881939842785,,Dallas,TX,Card,Cancelled,2026-02-20
128,2024-05-12,2024-05-10,CUST24482,47,M,PROD13256,Fashion,4,-19.163943100915755,80.02,New York,NY,Card,Cancelled,2026-02-20
41,2023-12-26,2023-12-29,CUST29889,51,M,PROD46698,Sports,0,-15.162654028875274,142.66,San Jose,CA,Card,Cancelled,2026-02-20
11,2024-03-09,2024-03-09,CUST171590,187,Male,PROD17441,Sports,0,399.59,128.51,Dallas,TX,COD,Delivered,2026-02-20
149,2025-01-25,2025-01-26,CUST107626,28,F,PROD2326,Electronics,2,1584.96,1.82,San Antonio,TX,,Returned,2026-02-20
393,2025-03-15,2025-03-16,CUST31536,45,,PROD33608,Electronics,2,389.74,48.07,Houston,TX,UPI,Delivered,2026-02-20
419,2023-09-10,2023-09-12,CUST70694,1,,PROD32749,Electronics,4,811.42,3.46,San Jose,CA,Card,Returned,2026-02-20
440,2024-03-01,2024-03-11,CUST5597,,,PROD40673,Fashion,-3,97.01,20.22,San Antonio,TX,Card,Delivered,2026-02-20
15,2024-12-27,2024-12-24,CUST47498,170,F,PROD15124,Sports,2,-83.76969086937677,,Phoenix,AZ,UPI,Cancelled,2026-02-20
58,2024-09-29,2024-10-07,CUST131245,125,Male,PROD26415,Sports,-2,-31.124067291462808,,San Jose,CA,Card,Delivered,2026-02-20
205,2023-10-30,2023-11-09,CUST65141,3,M,PROD12301,Grocery,-4,18.27,4.12,San Jose,CA,Card,Returned,2026-02-20
259,2023-04-29,2023-04-28,CUST183561,146,,PROD28995,Fashion,5,,74.65,San Jose,CA,COD,Returned,2026-02-20
358,2023-10-09,2023-10-06,CUST43338,8,Female,PROD5109,Fashion,10,,,Philadelphia,PA,COD,Cancelled,2026-02-20
83,2025-07-06,2025-07-10,CUST95612,2,Female,PROD39656,Electronics,1,,16.72,Chicago,IL,Card,Cancelled,2026-02-20
117,2024-12-29,2025-01-06,CUST76468,7,,PROD12342,Sports,1,-80.5164596296943,43.3,Philadelphia,PA,,Cancelled,2026-02-20
350,2023-12-24,2023-12-21,CUST12878,7,M,PROD45856,Fashion,-2,,105.79,Phoenix,AZ,COD,Returned,2026-02-20
465,2025-05-21,2025-05-30,CUST15825,,Male,PROD44219,Electronics,9,,132.81,Philadelphia,PA,COD,Returned,2026-02-20
436,2024-07-22,2024-07-25,CUST196770,,M,PROD34555,Electronics,0,-34.83971788632927,28.97,Philadelphia,PA,UPI,Cancelled,2026-02-20
319,2024-06-19,2024-06-28,CUST189608,-6,M,PROD31525,Fashion,5,305.88,41.81,New York,NY,Card,Delivered,2026-02-20
174,2024-12-15,2024-12-14,CUST117496,193,F,PROD26082,Sports,-2,620.65,,Phoenix,AZ,Crypto,Delivered,2026-02-20
276,2024-06-18,2024-06-23,CUST6739,-1,Male,PROD31690,Electronics,4,,87.86,Philadelphia,PA,Card,Returned,2026-02-20
178,2025-05-18,2025-05-27,CUST98727,30,Male,PROD18197,Grocery,4,-42.62609517834679,68.77,San Antonio,TX,COD,Delivered,2026-02-20
184,2023-05-05,2023-05-04,CUST188271,-9,F,PROD36279,Fashion,7,-39.76407565627964,98.14,New York,NY,UPI,Cancelled,2026-02-20
159,2025-03-03,2025-03-06,CUST61225,1,M,PROD10311,Sports,0,711.48,13.4,Phoenix,AZ,Card,Delivered,2026-02-20
377,2024-01-05,2024-01-12,CUST120444,10,Female,PROD27141,Electronics,0,-58.41032661545707,,Phoenix,AZ,Card,Cancelled,2026-02-20
250,2023-10-06,2023-10-11,CUST196690,170,Male,PROD27568,Grocery,-5,-86.92071323778023,140.14,Phoenix,AZ,Card,Delivered,2026-02-20
448,2023-01-01,2022-12-30,CUST88327,-2,F,PROD42834,Furniture,0,,,San Diego,CA,,Cancelled,2026-02-20
325,2025-02-04,2025-02-13,CUST163210,51,F,PROD13739,Grocery,0,13.17,,Philadelphia,PA,UPI,Cancelled,2026-02-20
17,2023-01-04,2023-01-03,CUST63022,129,Male,PROD3718,Electronics,7,1863.46,2.05,San Diego,CA,COD,Cancelled,2026-02-20
15,2024-10-09,2024-10-16,CUST64602,66,M,PROD23734,Electronics,1,-51.169585826314886,72.89,New York,NY,,Delivered,2026-02-20
201,2024-08-08,2024-08-12,CUST139432,-7,F,PROD35449,Grocery,0,8.57,33.3,Philadelphia,PA,Card,Delivered,2026-02-20
410,2025-04-09,2025-04-11,CUST95616,163,F,PROD709,Furniture,4,,,Houston,TX,Card,Returned,2026-02-20
189,2024-11-28,2024-12-07,CUST126267,41,Male,PROD28737,Fashion,1,,41.33,Dallas,TX,Crypto,Cancelled,2026-02-20
483,2024-02-18,2024-02-28,CUST104716,157,M,PROD23142,Fashion,-5,77.82,28.85,San Jose,CA,Crypto,Cancelled,2026-02-20
17,2024-12-27,2025-01-05,CUST82831,196,,PROD30777,Fashion,-5,-47.76266281100895,127.14,San Jose,CA,,Returned,2026-02-20
349,2025-06-02,2025-05-30,CUST84127,,F,PROD16231,Electronics,6,1934.75,22.02,Chicago,IL,,Delivered,2026-02-20
127,2024-10-02,2024-10-02,CUST113643,,F,PROD41941,Sports,10,,26.37,Dallas,TX,COD,Returned,2026-02-20
279,2025-12-02,2025-12-02,CUST83211,-5,,PROD38439,Electronics,5,,,San Jose,CA,,Cancelled,2026-02-20
60,2024-11-21,2024-11-18,CUST185615,47,F,PROD3350,Sports,0,23.59,7.14,San Diego,CA,Crypto,Returned,2026-02-20
463,2023-11-28,2023-12-05,CUST128995,,M,PROD43595,Fashion,0,-35.50035840860548,63.64,Houston,TX,,Returned,2026-02-20
343,2023-07-03,2023-07-08,CUST2064,,F,PROD2654,Sports,0,-52.86241670926444,,San Diego,CA,Crypto,Delivered,2026-02-20
375,2024-09-22,2024-10-02,CUST13747,164,Male,PROD11718,Grocery,0,,27.87,San Diego,CA,UPI,Returned,2026-02-20
333,2023-06-06,2023-06-14,CUST152188,23,M,PROD49751,Sports,-1,450.9,66.03,Los Angeles,CA,Card,Cancelled,2026-02-20
444,2025-09-07,2025-09-09,CUST137561,-4,F,PROD10659,Electronics,-5,-23.846738382569175,,San Diego,CA,Crypto,Cancelled,2026-02-20
350,2024-01-30,2024-02-01,CUST2207,6,M,PROD20166,Electronics,0,1938.5,24.81,Phoenix,AZ,,Returned,2026-02-20
355,2024-04-05,2024-04-11,CUST199893,163,Male,PROD849,Grocery,0,,,New York,NY,,Delivered,2026-02-20
59,2023-04-08,2023-04-08,CUST121673,19,F,PROD46856,Fashion,-1,268.16,24.04,Phoenix,AZ,,Returned,2026-02-20
234,2025-09-06,2025-09-16,CUST100296,,Female,PROD19850,Furniture,0,1087.89,33.07,San Antonio,TX,COD,Cancelled,2026-02-20
267,2024-03-27,2024-03-30,CUST70494,,M,PROD38370,Sports,-5,177.51,90.52,New York,NY,Crypto,Cancelled,2026-02-20
429,2025-02-02,2025-01-31,CUST33882,160,Male,PROD641,Fashion,-2,,,San Jose,CA,COD,Delivered,2026-02-20
370,2023-03-27,2023-03-26,CUST194650,8,M,PROD16812,Electronics,2,,,Los Angeles,CA,UPI,Delivered,2026-02-20
356,2025-05-27,2025-06-06,CUST43909,,Female,PROD26735,Grocery,0,18.11,12.44,San Jose,CA,COD,Delivered,2026-02-20
476,2024-04-26,2024-04-29,CUST76767,134,Male,PROD46009,Fashion,0,,129.41,San Antonio,TX,Crypto,Delivered,2026-02-20
323,2024-05-12,2024-05-21,CUST177585,,F,PROD16706,Fashion,-1,,4.03,Los Angeles,CA,Card,Delivered,2026-02-20
2,2023-02-17,2023-02-27,CUST132127,,Male,PROD240,Furniture,0,-6.89268900687571,,Houston,TX,UPI,Returned,2026-02-20
152,2024-04-06,2024-04-12,CUST99869,2,,PROD17383,Electronics,0,,,San Antonio,TX,COD,Returned,2026-02-20
144,2025-11-21,2025-11-29,CUST77746,4,F,PROD24518,Electronics,0,1370.99,,San Diego,CA,COD,Returned,2026-02-20
438,2024-07-09,2024-07-16,CUST178282,29,,PROD2965,Fashion,0,210.8,,New York,NY,COD,Delivered,2026-02-20
133,2024-09-24,2024-09-26,CUST192396,120,M,PROD13944,Furniture,0,,18.9,Phoenix,AZ,Crypto,Delivered,2026-02-20
276,2025-08-02,2025-07-31,CUST195765,-7,,PROD8055,Grocery,4,-45.39801728070372,39.33,Houston,TX,COD,Delivered,2026-02-20
152,2024-01-26,2024-01-25,CUST104068,186,M,PROD37796,Fashion,4,-92.07516066553822,,San Diego,CA,COD,Returned,2026-02-20
489,2024-12-04,2024-12-10,CUST152614,-1,Female,PROD49461,Sports,10,,96.35,New York,NY,Card,Delivered,2026-02-20
401,2023-03-16,2023-03-16,CUST162394,171,M,PROD15357,Furniture,5,-35.814956946320976,79.51,Phoenix,AZ,COD,Returned,2026-02-20
213,2025-04-06,2025-04-11,CUST149669,161,F,PROD754,Electronics,-4,665.26,10.06,San Jose,CA,UPI,Cancelled,2026-02-20
311,2025-07-19,2025-07-23,CUST120944,,,PROD16702,Furniture,7,-11.691193795948136,6.45,Chicago,IL,UPI,Cancelled,2026-02-20
478,2024-12-13,2024-12-16,CUST174682,40,F,PROD27541,Furniture,-4,-25.295701153834106,,Los Angeles,CA,Card,Delivered,2026-02-20
386,2024-06-15,2024-06-24,CUST108853,,Female,PROD34963,Fashion,6,-28.124946770840346,,San Antonio,TX,,Delivered,2026-02-20
346,2024-10-14,2024-10-12,CUST178548,-4,Male,PROD24811,Furniture,8,-75.9508392518017,,San Diego,CA,Card,Returned,2026-02-20
98,2023-02-13,2023-02-20,CUST84998,,M,PROD48467,Grocery,5,-21.35504138734407,144.08,San Diego,CA,Card,Cancelled,2026-02-20
409,2023-06-28,2023-07-03,CUST19750,159,Male,PROD10807,Fashion,0,303.97,146.7,San Antonio,TX,,Returned,2026-02-20
197,2023-06-23,2023-06-21,CUST14219,168,Male,PROD33748,Furniture,-5,-59.97039555619021,0.82,San Diego,CA,Crypto,Cancelled,2026-02-20
448,2025-08-02,2025-08-02,CUST58255,26,Male,PROD46092,Sports,10,121.21,,San Antonio,TX,Card,Delivered,2026-02-20
455,2023-11-21,2023-11-24,CUST26093,,Male,PROD22217,Fashion,0,,116.55,Los Angeles,CA,,Returned,2026-02-20
489,2024-07-19,2024-07-28,CUST183489,168,Male,PROD14934,Grocery,-2,-39.41846025069199,,San Jose,CA,COD,Returned,2026-02-20
54,2025-12-29,2026-01-05,CUST160476,-10,Male,PROD5512,Sports,2,789.95,,Dallas,TX,COD,Returned,2026-02-20
70,2024-10-02,2024-10-09,CUST85862,,Female,PROD8985,Grocery,-5,-52.2226095392097,,Dallas,TX,,Delivered,2026-02-20
46,2025-03-13,2025-03-19,CUST148349,,F,PROD25510,Grocery,7,6.68,,Chicago,IL,,Cancelled,2026-02-20
349,2023-03-31,2023-04-10,CUST118656,,Female,PROD14495,Sports,-5,519.04,36.97,Houston,TX,UPI,Returned,2026-02-20
46,2023-01-27,2023-02-01,CUST4242,182,Female,PROD5607,Grocery,6,,,Philadelphia,PA,Crypto,Returned,2026-02-20
355,2025-12-02,2025-12-06,CUST108189,9,M,PROD15830,Furniture,-5,189.03,,Philadelphia,PA,Crypto,Returned,2026-02-20
159,2023-12-21,2023-12-22,CUST21357,9,M,PROD44029,Grocery,0,,,Phoenix,AZ,Crypto,Returned,2026-02-20
443,2025-12-12,2025-12-21,CUST87513,10,Female,PROD1523,Furniture,0,,126.19,San Jose,CA,COD,Cancelled,2026-02-20
313,2023-07-19,2023-07-23,CUST83568,,Male,PROD39123,Sports,-5,,126.05,San Antonio,TX,UPI,Cancelled,2026-02-20
127,2023-05-20,2023-05-28,CUST175762,68,M,PROD71,Grocery,4,,10.8,San Antonio,TX,COD,Delivered,2026-02-20
430,2025-01-15,2025-01-14,CUST101295,10,F,PROD2769,Sports,4,,,Philadelphia,PA,COD,Delivered,2026-02-20
121,2025-03-10,2025-03-08,CUST119886,124,M,PROD26755,Grocery,0,28.69,122.47,Philadelphia,PA,,Cancelled,2026-02-20
490,2023-09-19,2023-09-28,CUST76795,70,Male,PROD22079,Grocery,0,,28.15,Los Angeles,CA,,Cancelled,2026-02-20
193,2024-03-27,2024-03-27,CUST71100,,F,PROD8515,Electronics,0,1884.81,,Los Angeles,CA,,Returned,2026-02-20
53,2025-02-15,2025-02-13,CUST199829,186,Male,PROD47268,Grocery,0,,,Los Angeles,CA,Crypto,Cancelled,2026-02-20
467,2024-04-19,2024-04-25,CUST167457,-8,Male,PROD10864,Electronics,-5,,94.4,Los Angeles,CA,Card,Cancelled,2026-02-20
55,2024-03-03,2024-03-01,CUST57308,,Male,PROD8442,Fashion,-4,-33.125699753387075,,New York,NY,Crypto,Returned,2026-02-20
369,2024-03-25,2024-03-24,CUST181765,,,PROD7813,Sports,-2,,,San Antonio,TX,,Delivered,2026-02-20
307,2023-06-07,2023-06-05,CUST165670,-8,Female,PROD18547,Grocery,-3,30.67,37.39,Phoenix,AZ,,Delivered,2026-02-20
121,2023-09-20,2023-09-28,CUST179409,,,PROD10605,Sports,-5,77.82,119.86,Los Angeles,CA,COD,Cancelled,2026-02-20
201,2025-06-16,2025-06-16,CUST198892,,M,PROD35358,Grocery,-5,-82.815546760466,91.17,New York,NY,COD,Cancelled,2026-02-20
210,2025-12-20,2025-12-29,CUST178474,167,,PROD33074,Fashion,10,448.35,62.53,Dallas,TX,Crypto,Cancelled,2026-02-20
379,2023-04-25,2023-04-30,CUST5820,,F,PROD38698,Sports,0,-55.81691270513277,144.77,San Jose,CA,Card,Cancelled,2026-02-20
458,2025-01-07,2025-01-09,CUST7612,69,M,PROD41071,Grocery,-4,-67.3021255092767,,San Jose,CA,UPI,Returned,2026-02-20
256,2024-10-20,2024-10-28,CUST65669,,Male,PROD42510,Sports,10,-41.62728124128322,69.62,Philadelphia,PA,Crypto,Returned,2026-02-20
374,2024-11-23,2024-11-25,CUST137462,,F,PROD13435,Fashion,10,-3.965799479722883,10.79,San Antonio,TX,Crypto,Delivered,2026-02-20
83,2024-12-23,2024-12-23,CUST30811,52,F,PROD12290,Sports,4,-96.1697717655512,97.44,San Antonio,TX,Card,Delivered,2026-02-20
496,2025-01-21,2025-01-27,CUST173229,,F,PROD26914,Grocery,4,36.26,78.33,Chicago,IL,Card,Returned,2026-02-20
439,2025-02-02,2025-02-06,CUST190434,63,,PROD26247,Grocery,4,-50.703694290656344,39.02,Houston,TX,Crypto,Cancelled,2026-02-20
450,2023-01-20,2023-01-25,CUST87821,1,F,PROD19973,Furniture,8,1206.23,,Philadelphia,PA,,Delivered,2026-02-20
493,2023-10-25,2023-11-01,CUST134938,,F,PROD16310,Electronics,4,-89.47761098935739,,New York,NY,UPI,Delivered,2026-02-20
194,2024-06-08,2024-06-09,CUST142437,,,PROD49587,Grocery,-5,-6.620009651729856,91.74,Dallas,TX,UPI,Returned,2026-02-20
188,2023-05-31,2023-05-31,CUST190940,192,Female,PROD34681,Furniture,10,78.8,39.05,Phoenix,AZ,,Delivered,2026-02-20
8,2024-07-01,2024-06-29,CUST20337,59,M,PROD39503,Furniture,0,558.16,85.61,Los Angeles,CA,Crypto,Returned,2026-02-20
213,2025-07-27,2025-08-06,CUST152614,121,F,PROD34770,Furniture,-4,-82.5780200253906,,Los Angeles,CA,Card,Returned,2026-02-20
105,2024-10-17,2024-10-16,CUST192671,172,Female,PROD39737,Sports,3,697.72,77.84,Phoenix,AZ,Crypto,Returned,2026-02-20
239,2025-10-06,2025-10-06,CUST170947,-3,Female,PROD32764,Grocery,0,,124.09,Dallas,TX,COD,Returned,2026-02-20
40,2025-03-31,2025-04-08,CUST139400,-6,F,PROD6623,Furniture,0,-60.54433841066226,144.15,New York,NY,COD,Cancelled,2026-02-20
120,2023-04-30,2023-05-05,CUST11557,20,Male,PROD47262,Fashion,3,,,San Jose,CA,COD,Cancelled,2026-02-20
134,2024-08-03,2024-08-10,CUST91616,156,M,PROD31464,Fashion,0,-87.13465005895738,,San Jose,CA,,Returned,2026-02-20
479,2023-08-09,2023-08-14,CUST149939,10,Female,PROD48340,Grocery,-2,,101.46,Phoenix,AZ,,Returned,2026-02-20
269,2024-08-16,2024-08-16,CUST54727,58,,PROD10867,Electronics,9,-95.93111602363324,41.78,Chicago,IL,COD,Cancelled,2026-02-20
233,2023-05-19,2023-05-16,CUST131652,,F,PROD9941,Electronics,7,,78.99,Dallas,TX,Card,Cancelled,2026-02-20
85,2024-09-18,2024-09-25,CUST79190,162,Female,PROD4206,Electronics,-4,-85.2848734306559,88.01,San Diego,CA,COD,Delivered,2026-02-20
354,2024-04-03,2024-04-06,CUST52984,193,Male,PROD31642,Sports,0,291.66,5.21,Chicago,IL,UPI,Cancelled,2026-02-20
249,2025-04-27,2025-05-02,CUST144581,,Female,PROD41252,Grocery,-4,,,Chicago,IL,COD,Returned,2026-02-20
75,2023-09-14,2023-09-19,CUST17771,-7,Male,PROD23022,Grocery,6,-76.0495574765991,39.09,San Jose,CA,,Cancelled,2026-02-20
371,2024-09-13,2024-09-17,CUST120851,194,M,PROD5323,Fashion,10,,2.32,Houston,TX,UPI,Delivered,2026-02-20
308,2023-01-11,2023-01-15,CUST112449,35,Female,PROD34330,Electronics,7,638.34,85.36,Phoenix,AZ,UPI,Delivered,2026-02-20
202,2023-04-24,2023-04-30,CUST36041,0,F,PROD872,Electronics,5,1369.01,149.52,Dallas,TX,Card,Delivered,2026-02-20
414,2025-05-29,2025-05-27,CUST183169,7,M,PROD36939,Electronics,0,-8.012284419651408,,Philadelphia,PA,Card,Returned,2026-02-20
56,2023-07-28,2023-07-27,CUST32132,121,,PROD4234,Electronics,-5,1130.43,88.6,Dallas,TX,COD,Delivered,2026-02-20
485,2024-04-01,2024-03-31,CUST73207,140,F,PROD39394,Electronics,2,-19.496750910666336,126.53,San Antonio,TX,Crypto,Delivered,2026-02-20
225,2024-02-17,2024-02-14,CUST181238,47,,PROD3071,Grocery,0,,,San Jose,CA,COD,Cancelled,2026-02-20
176,2025-09-18,2025-09-28,CUST32379,199,Male,PROD17220,Grocery,0,-20.54407226221166,99.23,San Jose,CA,,Returned,2026-02-20
115,2025-05-20,2025-05-27,CUST130511,2,,PROD28661,Furniture,-3,-24.19804735297179,28.59,Philadelphia,PA,COD,Delivered,2026-02-20
360,2025-02-14,2025-02-24,CUST159626,63,Female,PROD12974,Electronics,-4,,133.97,Los Angeles,CA,,Cancelled,2026-02-20
430,2024-03-30,2024-04-02,CUST106676,169,M,PROD36513,Sports,-1,,19.83,San Diego,CA,,Cancelled,2026-02-20
445,2025-01-22,2025-01-29,CUST199245,133,Male,PROD47995,Furniture,10,978.83,,San Jose,CA,COD,Delivered,2026-02-20
63,2025-04-03,2025-04-03,CUST27318,,Male,PROD22980,Furniture,0,,,San Diego,CA,Card,Returned,2026-02-20
455,2023-05-19,2023-05-29,CUST158064,,F,PROD43618,Furniture,2,-42.1258764029306,,New York,NY,UPI,Delivered,2026-02-20
442,2025-04-04,2025-04-11,CUST48499,,Female,PROD42054,Grocery,0,,,Houston,TX,UPI,Cancelled,2026-02-20
146,2023-11-24,2023-11-21,CUST1049,10,F,PROD49748,Grocery,10,,91.05,New York,NY,,Cancelled,2026-02-20
172,2023-06-08,2023-06-08,CUST113362,9,M,PROD2289,Furniture,0,233.57,69.47,Chicago,IL,Crypto,Returned,2026-02-20
316,2023-09-02,2023-09-03,CUST150873,,Female,PROD6872,Furniture,0,587.84,125.85,San Jose,CA,UPI,Cancelled,2026-02-20
108,2024-01-15,2024-01-13,CUST142226,65,,PROD13914,Fashion,0,81.82,69.33,Chicago,IL,Crypto,Delivered,2026-02-20
331,2025-01-24,2025-01-26,CUST89824,-7,,PROD17996,Electronics,-1,-92.59220516125171,,Los Angeles,CA,Card,Returned,2026-02-20
314,2023-09-11,2023-09-11,CUST125617,8,,PROD33933,Furniture,7,1129.14,113.47,San Diego,CA,UPI,Delivered,2026-02-20
299,2023-07-25,2023-07-23,CUST127790,53,F,PROD24927,Sports,0,,45.91,New York,NY,UPI,Returned,2026-02-20
53,2023-08-14,2023-08-11,CUST126299,,F,PROD34541,Fashion,9,210.88,,San Antonio,TX,Crypto,Delivered,2026-02-20
222,2025-10-17,2025-10-26,CUST79112,,,PROD33274,Fashion,-2,-90.35532575869449,67.67,San Antonio,TX,UPI,Returned,2026-02-20
27,2025-11-26,2025-11-24,CUST33658,4,F,PROD44581,Fashion,10,,,San Antonio,TX,UPI,Delivered,2026-02-20
56,2023-07-24,2023-08-01,CUST97652,58,M,PROD5313,Furniture,0,-38.939634944623435,90.75,Houston,TX,Card,Returned,2026-02-20
344,2025-03-17,2025-03-27,CUST146885,41,,PROD46815,Sports,5,-2.8283133485862124,16.91,San Diego,CA,,Delivered,2026-02-20
100,2024-10-20,2024-10-27,CUST96011,135,Female,PROD44604,Fashion,-4,-88.71749348888636,,San Jose,CA,,Delivered,2026-02-20
236,2023-02-12,2023-02-11,CUST30168,,F,PROD179,Grocery,6,,35.4,San Jose,CA,Crypto,Cancelled,2026-02-20
349,2023-07-17,2023-07-14,CUST30828,44,Female,PROD13180,Sports,10,432.12,3.13,Los Angeles,CA,Card,Delivered,2026-02-20
419,2024-11-05,2024-11-11,CUST131859,40,,PROD32641,Furniture,-2,,141.07,San Antonio,TX,UPI,Returned,2026-02-20
275,2025-06-09,2025-06-17,CUST173297,-10,,PROD28581,Electronics,0,1168.74,32.3,Phoenix,AZ,UPI,Delivered,2026-02-20
361,2025-09-08,2025-09-13,CUST140661,,M,PROD32033,Electronics,-5,-91.67662066496565,147.6,Philadelphia,PA,COD,Returned,2026-02-20
15,2025-04-27,2025-05-01,CUST126689,,Female,PROD14466,Electronics,-3,778.23,21.36,San Antonio,TX,,Cancelled,2026-02-20
479,2025-08-18,2025-08-16,CUST149291,,Female,PROD41943,Sports,0,,32.78,San Antonio,TX,,Delivered,2026-02-20
350,2025-11-22,2025-12-02,CUST188141,148,F,PROD19311,Fashion,-3,,95.92,Los Angeles,CA,UPI,Delivered,2026-02-20
379,2023-05-20,2023-05-30,CUST130108,180,F,PROD13423,Grocery,-1,44.12,,Chicago,IL,COD,Returned,2026-02-20
74,2025-02-21,2025-02-28,CUST192435,190,F,PROD6527,Grocery,10,39.78,,Philadelphia,PA,Card,Delivered,2026-02-20
207,2024-03-19,2024-03-22,CUST105201,179,M,PROD34062,Sports,0,-53.764482162258616,95.15,Dallas,TX,Crypto,Delivered,2026-02-20
47,2024-10-03,2024-10-01,CUST184352,186,,PROD32715,Sports,-2,555.62,44.81,Houston,TX,,Cancelled,2026-02-20
333,2023-10-22,2023-10-27,CUST159400,,Female,PROD36564,Sports,-2,-31.51375965381991,5.31,Houston,TX,UPI,Returned,2026-02-20
221,2025-06-18,2025-06-16,CUST46836,-6,,PROD19599,Fashion,4,122.77,75.02,Philadelphia,PA,UPI,Cancelled,2026-02-20
459,2023-02-12,2023-02-16,CUST145861,,Female,PROD13676,Fashion,0,,100.65,Houston,TX,UPI,Returned,2026-02-20
492,2025-09-09,2025-09-13,CUST88292,8,Male,PROD7923,Fashion,0,233.75,,Los Angeles,CA,UPI,Returned,2026-02-20
470,2024-01-03,2023-12-31,CUST37185,53,Male,PROD42789,Furniture,-4,,7.47,New York,NY,UPI,Returned,2026-02-20
21,2025-02-16,2025-02-14,CUST70868,-9,Male,PROD40735,Electronics,4,-52.19701675839114,7.77,Los Angeles,CA,,Returned,2026-02-20
332,2025-02-20,2025-02-26,CUST165714,8,Male,PROD17806,Electronics,10,-40.431967784078104,,Phoenix,AZ,Crypto,Cancelled,2026-02-20
308,2023-10-10,2023-10-18,CUST78641,,Male,PROD38076,Fashion,0,497.97,,Philadelphia,PA,,Cancelled,2026-02-20
471,2025-07-29,2025-08-06,CUST25865,50,M,PROD35338,Sports,-1,-8.015813430786825,47.16,Houston,TX,COD,Delivered,2026-02-20
47,2025-03-05,2025-03-10,CUST167249,183,M,PROD15228,Grocery,0,-57.72590254628876,,San Antonio,TX,Crypto,Returned,2026-02-20
3,2025-06-09,2025-06-16,CUST36824,9,Female,PROD24226,Electronics,-5,,,San Antonio,TX,COD,Delivered,2026-02-20
110,2023-08-05,2023-08-08,CUST186381,159,,PROD7746,Sports,10,-75.93543799192577,117.91,Philadelphia,PA,COD,Cancelled,2026-02-20
301,2025-06-29,2025-07-02,CUST18386,36,F,PROD35674,Furniture,-2,-13.981191344240926,44.2,Phoenix,AZ,UPI,Cancelled,2026-02-20
88,2024-06-28,2024-06-29,CUST131417,1,,PROD11761,Electronics,1,981.9,,Phoenix,AZ,Crypto,Delivered,2026-02-20
290,2025-07-16,2025-07-25,CUST151609,,Female,PROD36201,Electronics,0,-21.168164347700138,74.36,Los Angeles,CA,,Delivered,2026-02-20
438,2023-09-25,2023-09-27,CUST198979,39,Male,PROD3717,Sports,5,,,Dallas,TX,Card,Cancelled,2026-02-20
26,2023-04-01,2023-04-01,CUST35057,136,M,PROD43679,Sports,-5,-69.4998143799819,70.06,San Antonio,TX,Card,Cancelled,2026-02-20
271,2025-07-07,2025-07-13,CUST69249,126,,PROD42045,Fashion,0,-79.81869621552549,23.83,Los Angeles,CA,,Delivered,2026-02-20
453,2025-07-07,2025-07-15,CUST6537,23,Female,PROD39528,Furniture,-2,-49.66502591094447,40.81,Chicago,IL,Card,Returned,2026-02-20
149,2024-09-07,2024-09-12,CUST149694,4,,PROD28201,Electronics,4,,12.76,Philadelphia,PA,Crypto,Returned,2026-02-20
155,2023-08-17,2023-08-14,CUST26375,23,Female,PROD37615,Grocery,0,14.55,24.45,New York,NY,Card,Returned,2026-02-20
479,2023-10-21,2023-10-29,CUST101852,,M,PROD41181,Fashion,5,-34.52281877636172,25.71,New York,NY,Card,Cancelled,2026-02-20
141,2023-02-07,2023-02-05,CUST162281,130,Male,PROD44458,Fashion,0,82.06,138.04,Chicago,IL,COD,Delivered,2026-02-20
433,2024-01-16,2024-01-16,CUST163734,2,F,PROD36765,Fashion,3,-32.33903589266099,,Phoenix,AZ,UPI,Cancelled,2026-02-20
407,2025-02-03,2025-02-01,CUST135230,,M,PROD14797,Furniture,0,-99.60592614030666,15.63,Chicago,IL,COD,Delivered,2026-02-20
430,2023-04-29,2023-04-26,CUST100916,41,F,PROD12522,Furniture,6,,47.41,Los Angeles,CA,Crypto,Cancelled,2026-02-20
408,2025-11-30,2025-12-09,CUST28793,31,F,PROD26866,Sports,2,-47.5745442600907,4.57,Philadelphia,PA,Card,Cancelled,2026-02-20
138,2023-02-16,2023-02-17,CUST104998,173,Male,PROD36975,Electronics,-1,,,San Diego,CA,,Cancelled,2026-02-20
164,2023-12-07,2023-12-05,CUST142507,35,Female,PROD24671,Electronics,7,,114.51,San Jose,CA,Crypto,Returned,2026-02-20
204,2024-01-31,2024-02-02,CUST163185,190,Female,PROD39585,Furniture,-5,,,Dallas,TX,UPI,Cancelled,2026-02-20
441,2025-02-09,2025-02-07,CUST90528,,M,PROD42757,Sports,7,323.43,,San Antonio,TX,Crypto,Returned,2026-02-20
243,2025-05-25,2025-05-28,CUST161167,64,F,PROD49373,Grocery,-5,47.9,,San Diego,CA,,Returned,2026-02-20
188,2023-01-29,2023-02-05,CUST188443,29,M,PROD422,Grocery,-1,,,San Diego,CA,,Delivered,2026-02-20
418,2024-12-08,2024-12-06,CUST193664,43,M,PROD6518,Sports,-2,133.91,43.8,Philadelphia,PA,COD,Delivered,2026-02-20
